row	col	voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
19	2	23	0.0	0.0	nan	nan	0.0	0.0
19	2	20	0.0	0.0	nan	nan	0.0	0.0
20	2	62	3.871	0.341	15.806	0.833	1.0	1.0
20	2	59	3.548	0.506	16.581	0.72	1.0	1.0
20	2	56	3.032	0.547	17.419	0.992	1.0	1.0
20	2	53	2.871	0.428	17.903	0.79	1.0	1.0
20	2	50	2.097	0.301	19.548	1.748	1.0	1.0
20	2	47	1.935	0.25	21.323	1.869	1.0	1.0
20	2	44	1.968	0.18	23.387	1.606	1.0	1.0
20	2	41	1.9	0.305	26.774	4.752	0.968	1.0
20	2	38	1.069	0.842	31.773	4.07	0.645	0.71
20	2	35	0.097	0.396	29.0	4.243	0.065	0.065
20	2	32	0.0	0.0	nan	nan	0.0	0.0
20	2	29	0.0	0.0	nan	nan	0.0	0.0
20	2	26	0.0	0.0	nan	nan	0.0	0.0
20	2	23	0.0	0.0	nan	nan	0.0	0.0
20	2	20	0.0	0.0	nan	nan	0.0	0.0
21	2	62	4.258	0.445	15.516	0.626	1.0	1.0
21	2	59	4.161	0.374	15.839	0.735	1.0	1.0
21	2	56	4.0	0.447	16.29	0.643	1.0	1.0
21	2	53	3.774	0.425	17.226	1.117	1.0	1.0
21	2	50	3.581	0.564	17.806	0.833	1.0	1.0
21	2	47	2.839	0.688	18.581	1.148	1.0	1.0
21	2	44	2.226	0.425	20.452	1.06	1.0	1.0
21	2	41	2.065	0.25	21.29	1.553	1.0	1.0
21	2	38	1.935	0.25	23.613	1.745	1.0	1.0
21	2	35	1.621	0.622	27.897	5.199	0.871	0.935
21	2	32	0.643	0.826	33.067	5.457	0.387	0.484
21	2	29	0.032	0.18	32.0	0.0	0.032	0.032
21	2	26	0.0	0.0	nan	nan	0.0	0.0
21	2	23	0.0	0.0	nan	nan	0.0	0.0
21	2	20	0.0	0.0	nan	nan	0.0	0.0
22	2	62	4.0	0.0	14.613	0.558	1.0	1.0
22	2	59	3.871	0.341	14.903	0.746	1.0	1.0
22	2	56	3.71	0.461	15.613	0.715	1.0	1.0
22	2	53	3.387	0.495	16.097	0.7	1.0	1.0
22	2	50	3.387	0.558	16.806	0.873	1.0	1.0
22	2	47	3.0	0.447	17.355	1.05	1.0	1.0
22	2	44	2.484	0.508	18.484	1.435	1.0	1.0
22	2	41	2.032	0.407	20.355	1.427	1.0	1.0
22	2	38	1.935	0.359	21.516	1.877	1.0	1.0
22	2	35	1.767	0.43	25.581	3.854	0.968	1.0
22	2	32	1.037	0.759	28.583	5.274	0.645	0.774
22	2	29	0.167	0.461	30.8	6.723	0.129	0.161
22	2	26	0.0	0.0	nan	nan	0.0	0.0
22	2	23	0.0	0.0	nan	nan	0.0	0.0
22	2	20	0.0	0.0	nan	nan	0.0	0.0
23	2	62	4.935	0.574	14.871	0.718	1.0	1.0
23	2	59	4.548	0.506	15.194	0.91	1.0	1.0
23	2	56	4.355	0.486	15.935	0.727	1.0	1.0
23	2	53	4.129	0.428	16.645	1.018	1.0	1.0
23	2	50	3.871	0.499	17.484	1.061	1.0	1.0
23	2	47	3.419	0.62	18.258	1.032	1.0	1.0
23	2	44	2.903	0.7	19.161	1.098	1.0	1.0
23	2	41	2.484	0.508	20.452	1.502	1.0	1.0
23	2	38	2.194	0.402	23.065	2.097	1.0	1.0
23	2	35	1.9	0.403	24.935	3.577	0.968	1.0
23	2	32	1.033	0.89	29.45	4.74	0.613	0.645
23	2	29	0.483	0.785	32.182	6.765	0.29	0.355
23	2	26	0.0	0.0	29.5	10.607	0.0	0.065
23	2	23	0.0	0.0	nan	nan	0.0	0.0
23	2	20	0.0	0.0	nan	nan	0.0	0.0
24	2	62	3.935	0.25	14.742	0.729	1.0	1.0
24	2	59	3.677	0.475	15.484	1.122	1.0	1.0
24	2	56	3.419	0.502	15.742	0.93	1.0	1.0
24	2	53	3.129	0.499	16.71	0.938	1.0	1.0
24	2	50	2.968	0.407	17.194	1.046	1.0	1.0
24	2	47	2.581	0.502	17.935	1.209	1.0	1.0
24	2	44	2.097	0.473	19.645	1.305	1.0	1.0
24	2	41	1.903	0.301	20.774	1.627	1.0	1.0
24	2	38	1.548	0.506	23.355	2.214	1.0	1.0
24	2	35	1.467	0.73	25.857	4.859	0.871	0.903
24	2	32	0.267	0.45	31.444	5.457	0.258	0.29
24	2	29	0.0	0.0	nan	nan	0.0	0.0
24	2	26	0.0	0.0	nan	nan	0.0	0.0
24	2	23	0.0	0.0	nan	nan	0.0	0.0
24	2	20	0.0	0.0	nan	nan	0.0	0.0
25	2	62	4.065	0.359	15.161	0.735	1.0	1.0
25	2	59	4.065	0.25	15.613	0.844	1.0	1.0
25	2	56	4.032	0.407	16.419	0.564	1.0	1.0
25	2	53	3.839	0.374	16.903	1.076	1.0	1.0
25	2	50	3.548	0.723	17.774	1.117	1.0	1.0
25	2	47	2.71	0.643	18.452	0.995	1.0	1.0
25	2	44	2.419	0.62	20.032	1.581	1.0	1.0
25	2	41	2.097	0.301	21.742	2.175	1.0	1.0
25	2	38	2.0	0.0	23.484	1.877	1.0	1.0
25	2	35	1.69	0.66	28.759	4.315	0.871	0.935
25	2	32	0.862	0.99	31.133	6.3	0.419	0.484
25	2	29	0.0	0.0	nan	nan	0.0	0.0
25	2	26	0.0	0.0	nan	nan	0.0	0.0
25	2	23	0.0	0.0	nan	nan	0.0	0.0
25	2	20	0.0	0.0	nan	nan	0.0	0.0
26	2	62	6.935	0.25	13.194	0.543	1.0	1.0
26	2	59	6.742	0.445	13.806	0.873	1.0	1.0
26	2	56	6.387	0.558	14.032	0.407	1.0	1.0
26	2	53	6.032	1.016	14.258	0.682	1.0	1.0
26	2	50	5.935	0.359	14.871	1.024	1.0	1.0
26	2	47	5.968	0.315	15.258	0.815	1.0	1.0
26	2	44	5.806	0.543	16.032	1.472	1.0	1.0
26	2	41	5.71	0.529	16.516	0.851	1.0	1.0
26	2	38	5.0	0.632	17.419	1.232	1.0	1.0
26	2	35	4.839	1.003	17.871	1.544	1.0	1.0
26	2	32	4.387	0.558	19.226	1.477	1.0	1.0
26	2	29	4.226	0.425	21.194	1.701	1.0	1.0
26	2	26	4.097	0.396	24.0	2.582	1.0	1.0
26	2	23	3.323	0.871	29.0	5.398	1.0	1.0
26	2	20	2.419	1.177	34.821	5.437	0.903	0.903
27	2	62	4.032	0.18	15.613	0.495	1.0	1.0
27	2	59	4.0	0.0	16.226	0.56	1.0	1.0
27	2	56	3.871	0.341	17.129	0.619	1.0	1.0
27	2	53	3.71	0.529	17.29	1.006	1.0	1.0
27	2	50	2.871	0.763	18.484	1.122	1.0	1.0
27	2	47	2.419	0.62	19.323	1.681	1.0	1.0
27	2	44	2.065	0.25	20.935	1.611	1.0	1.0
27	2	41	2.0	0.258	22.581	1.963	1.0	1.0
27	2	38	1.933	0.254	25.161	2.782	0.968	1.0
27	2	35	1.3	0.794	27.24	3.527	0.774	0.806
27	2	32	0.2	0.551	31.2	4.324	0.129	0.161
27	2	29	0.0	0.0	nan	nan	0.0	0.0
27	2	26	0.0	0.0	nan	nan	0.0	0.0
27	2	23	0.0	0.0	nan	nan	0.0	0.0
27	2	20	0.0	0.0	nan	nan	0.0	0.0
28	2	62	5.0	0.258	13.903	0.7	1.0	1.0
28	2	59	4.935	0.359	14.355	0.755	1.0	1.0
28	2	56	4.742	0.445	15.0	0.683	1.0	1.0
28	2	53	4.581	0.502	15.452	0.925	1.0	1.0
28	2	50	4.355	0.486	16.0	0.683	1.0	1.0
28	2	47	3.968	0.315	16.871	1.088	1.0	1.0
28	2	44	3.613	0.495	17.903	2.006	1.0	1.0
28	2	41	3.226	0.762	18.355	0.95	1.0	1.0
28	2	38	2.742	0.631	19.806	1.797	1.0	1.0
28	2	35	2.387	0.558	21.516	2.976	1.0	1.0
28	2	32	2.0	0.683	24.8	4.506	0.968	0.968
28	2	29	1.733	0.583	27.621	4.671	0.903	0.935
28	2	26	0.6	0.814	32.308	5.202	0.387	0.419
28	2	23	0.0	0.0	36.0	0.0	0.0	0.032
28	2	20	0.0	0.0	nan	nan	0.0	0.0
29	2	62	4.839	0.374	14.613	0.615	1.0	1.0
29	2	59	4.742	0.445	14.968	0.657	1.0	1.0
29	2	56	4.226	0.425	15.677	0.702	1.0	1.0
29	2	53	4.129	0.428	16.419	1.361	1.0	1.0
29	2	50	3.903	0.301	17.129	1.204	1.0	1.0
29	2	47	3.613	0.495	17.935	1.124	1.0	1.0
29	2	44	3.355	0.551	18.484	1.029	1.0	1.0
29	2	41	2.774	0.497	20.742	2.236	1.0	1.0
29	2	38	2.548	0.506	22.161	2.672	1.0	1.0
29	2	35	2.161	0.688	26.7	4.75	0.968	0.968
29	2	32	1.516	0.962	31.04	4.962	0.806	0.806
29	2	29	0.0	0.0	nan	nan	0.0	0.0
29	2	26	0.0	0.0	nan	nan	0.0	0.0
29	2	23	0.0	0.0	nan	nan	0.0	0.0
29	2	20	0.0	0.0	nan	nan	0.0	0.0
30	2	62	4.387	0.495	14.065	0.512	1.0	1.0
30	2	59	4.065	0.25	14.419	0.72	1.0	1.0
30	2	56	4.032	0.18	14.935	0.892	1.0	1.0
30	2	53	4.0	0.365	15.806	1.108	1.0	1.0
30	2	50	3.968	0.18	16.323	0.945	1.0	1.0
30	2	47	3.935	0.25	17.194	0.833	1.0	1.0
30	2	44	3.516	0.508	18.194	1.302	1.0	1.0
30	2	41	3.097	0.597	19.161	1.128	1.0	1.0
30	2	38	2.645	0.486	21.226	2.093	1.0	1.0
30	2	35	2.067	0.365	24.548	3.749	0.968	1.0
30	2	32	1.214	1.031	27.286	5.071	0.581	0.677
30	2	29	0.0	0.0	36.0	0.0	0.0	0.032
30	2	26	0.0	0.0	36.0	0.0	0.0	0.032
30	2	23	0.0	0.0	nan	nan	0.0	0.0
30	2	20	0.0	0.0	nan	nan	0.0	0.0
31	2	62	3.903	0.301	14.161	0.523	1.0	1.0
31	2	59	3.806	0.402	14.742	0.682	1.0	1.0
31	2	56	3.419	0.502	15.323	0.871	1.0	1.0
31	2	53	3.194	0.402	16.097	0.746	1.0	1.0
31	2	50	2.968	0.315	16.581	0.848	1.0	1.0
31	2	47	2.774	0.425	17.452	1.234	1.0	1.0
31	2	44	2.258	0.631	18.871	1.118	1.0	1.0
31	2	41	1.968	0.547	20.194	2.056	1.0	1.0
31	2	38	1.133	0.346	23.645	3.479	0.968	1.0
31	2	35	0.581	0.502	24.5	1.757	0.581	0.581
31	2	32	0.161	0.374	26.2	2.168	0.161	0.161
31	2	29	0.0	0.0	nan	nan	0.0	0.0
31	2	26	0.0	0.0	nan	nan	0.0	0.0
31	2	23	0.0	0.0	nan	nan	0.0	0.0
31	2	20	0.0	0.0	nan	nan	0.0	0.0
0	3	62	4.097	0.301	16.484	0.962	1.0	1.0
0	3	59	3.968	0.18	17.129	0.763	1.0	1.0
0	3	56	3.677	0.475	17.806	0.91	1.0	1.0
0	3	53	3.194	0.477	18.903	1.35	1.0	1.0
0	3	50	3.032	0.18	20.29	1.131	1.0	1.0
0	3	47	2.839	0.374	21.161	1.635	1.0	1.0
0	3	44	2.226	0.425	23.355	1.704	1.0	1.0
0	3	41	2.032	0.315	26.839	3.76	1.0	1.0
0	3	38	0.667	0.844	30.214	5.236	0.419	0.452
0	3	35	0.161	0.523	27.0	6.928	0.097	0.097
0	3	32	0.032	0.18	40.0	0.0	0.032	0.032
0	3	29	0.0	0.0	nan	nan	0.0	0.0
0	3	26	0.0	0.0	nan	nan	0.0	0.0
0	3	23	0.0	0.0	nan	nan	0.0	0.0
0	3	20	0.0	0.0	nan	nan	0.0	0.0
1	3	62	4.774	0.425	13.742	0.631	1.0	1.0
1	3	59	4.419	0.502	14.032	0.605	1.0	1.0
1	3	56	4.355	0.486	14.645	0.551	1.0	1.0
1	3	53	4.097	0.301	15.065	0.727	1.0	1.0
1	3	50	4.0	0.0	15.645	0.798	1.0	1.0
1	3	47	3.871	0.341	16.226	0.717	1.0	1.0
1	3	44	3.645	0.551	17.258	0.965	1.0	1.0
1	3	41	3.097	0.7	18.548	1.261	1.0	1.0
1	3	38	2.645	0.661	19.194	1.47	1.0	1.0
1	3	35	2.032	0.482	21.548	2.079	1.0	1.0
1	3	32	1.903	0.301	24.032	2.915	1.0	1.0
1	3	29	1.903	0.539	27.1	3.809	0.968	0.968
1	3	26	0.92	0.812	32.318	5.618	0.516	0.71
1	3	23	0.033	0.183	36.5	4.95	0.032	0.065
1	3	20	0.0	0.0	nan	nan	0.0	0.0
2	3	62	3.0	0.0	15.968	0.482	1.0	1.0
2	3	59	2.968	0.18	16.742	0.773	1.0	1.0
2	3	56	2.871	0.341	17.452	0.81	1.0	1.0
2	3	53	2.194	0.703	18.387	1.202	1.0	1.0
2	3	50	1.71	0.693	19.581	1.628	1.0	1.0
2	3	47	1.097	0.301	21.129	1.979	1.0	1.0
2	3	44	1.032	0.315	23.267	2.258	0.968	0.968
2	3	41	0.452	0.506	24.143	3.009	0.452	0.452
2	3	38	0.0	0.0	nan	nan	0.0	0.0
2	3	35	0.0	0.0	nan	nan	0.0	0.0
2	3	32	0.0	0.0	nan	nan	0.0	0.0
2	3	29	0.0	0.0	nan	nan	0.0	0.0
2	3	26	0.0	0.0	nan	nan	0.0	0.0
2	3	23	0.0	0.0	nan	nan	0.0	0.0
2	3	20	0.0	0.0	nan	nan	0.0	0.0
3	3	62	4.516	0.508	14.71	1.006	1.0	1.0
3	3	59	4.226	0.56	15.194	0.91	1.0	1.0
3	3	56	4.097	0.301	15.774	0.669	1.0	1.0
3	3	53	4.0	0.258	16.226	0.92	1.0	1.0
3	3	50	3.935	0.25	17.065	0.68	1.0	1.0
3	3	47	3.484	0.57	17.935	0.854	1.0	1.0
3	3	44	2.645	0.661	18.903	0.978	1.0	1.0
3	3	41	2.258	0.445	20.065	1.569	1.0	1.0
3	3	38	2.032	0.18	22.484	1.998	1.0	1.0
3	3	35	1.767	0.504	24.467	3.598	0.935	0.968
3	3	32	1.481	0.7	28.929	4.118	0.774	0.903
3	3	29	0.179	0.476	31.286	5.314	0.129	0.226
3	3	26	0.0	0.0	nan	nan	0.0	0.0
3	3	23	0.0	0.0	nan	nan	0.0	0.0
3	3	20	0.0	0.0	nan	nan	0.0	0.0
4	3	62	4.29	0.529	12.903	0.597	1.0	1.0
4	3	59	4.194	0.402	13.226	0.56	1.0	1.0
4	3	56	4.032	0.18	13.903	0.651	1.0	1.0
4	3	53	3.968	0.18	14.258	1.032	1.0	1.0
4	3	50	3.935	0.25	14.839	1.186	1.0	1.0
4	3	47	3.903	0.301	15.258	0.773	1.0	1.0
4	3	44	3.645	0.486	16.161	0.82	1.0	1.0
4	3	41	3.29	0.461	17.0	0.856	1.0	1.0
4	3	38	2.839	0.688	18.161	2.325	1.0	1.0
4	3	35	2.161	0.374	19.839	1.917	1.0	1.0
4	3	32	2.032	0.407	22.097	3.249	1.0	1.0
4	3	29	1.8	0.484	24.233	4.006	0.935	0.968
4	3	26	0.5	0.777	27.091	5.281	0.323	0.355
4	3	23	0.065	0.25	30.5	0.707	0.065	0.065
4	3	20	0.0	0.0	nan	nan	0.0	0.0
5	3	62	2.516	0.508	16.258	0.773	1.0	1.0
5	3	59	2.097	0.301	17.032	0.875	1.0	1.0
5	3	56	1.774	0.497	17.742	1.21	1.0	1.0
5	3	53	1.194	0.402	19.065	1.526	1.0	1.0
5	3	50	1.097	0.301	19.774	1.606	1.0	1.0
5	3	47	0.968	0.18	21.567	1.832	0.968	0.968
5	3	44	0.5	0.509	24.375	1.628	0.484	0.516
5	3	41	0.133	0.346	26.0	1.581	0.129	0.161
5	3	38	0.0	0.0	nan	nan	0.0	0.0
5	3	35	0.0	0.0	nan	nan	0.0	0.0
5	3	32	0.0	0.0	nan	nan	0.0	0.0
5	3	29	0.0	0.0	nan	nan	0.0	0.0
5	3	26	0.0	0.0	nan	nan	0.0	0.0
5	3	23	0.0	0.0	nan	nan	0.0	0.0
5	3	20	0.0	0.0	nan	nan	0.0	0.0
6	3	62	5.032	0.18	15.194	0.654	1.0	1.0
6	3	59	4.935	0.25	15.839	0.638	1.0	1.0
6	3	56	4.871	0.341	16.258	0.855	1.0	1.0
6	3	53	4.516	0.626	17.032	0.795	1.0	1.0
6	3	50	3.968	0.547	17.613	1.145	1.0	1.0
6	3	47	3.29	0.461	18.742	1.154	1.0	1.0
6	3	44	2.968	0.18	20.323	1.376	1.0	1.0
6	3	41	2.903	0.301	22.161	1.463	1.0	1.0
6	3	38	2.677	0.475	24.161	2.368	1.0	1.0
6	3	35	2.613	0.495	26.258	2.932	1.0	1.0
6	3	32	1.774	0.956	30.692	4.602	0.839	0.839
6	3	29	0.533	0.86	37.909	5.558	0.323	0.355
6	3	26	0.0	0.0	nan	nan	0.0	0.0
6	3	23	0.0	0.0	nan	nan	0.0	0.0
6	3	20	0.0	0.0	nan	nan	0.0	0.0
7	3	62	5.032	0.18	14.0	0.577	1.0	1.0
7	3	59	4.806	0.402	14.452	0.675	1.0	1.0
7	3	56	4.645	0.486	14.806	0.98	1.0	1.0
7	3	53	4.323	0.475	15.516	0.769	1.0	1.0
7	3	50	4.194	0.402	16.161	0.779	1.0	1.0
7	3	47	3.968	0.407	16.935	0.929	1.0	1.0
7	3	44	3.581	0.502	17.71	1.189	1.0	1.0
7	3	41	3.065	0.68	18.645	0.95	1.0	1.0
7	3	38	2.645	0.551	20.419	1.747	1.0	1.0
7	3	35	2.387	0.495	22.71	3.079	1.0	1.0
7	3	32	2.0	0.587	26.2	4.475	0.935	0.968
7	3	29	1.3	0.877	29.435	5.324	0.71	0.742
7	3	26	0.065	0.359	40.0	0.0	0.032	0.032
7	3	23	0.0	0.0	nan	nan	0.0	0.0
7	3	20	0.0	0.0	nan	nan	0.0	0.0
8	3	62	4.097	0.301	15.516	0.769	1.0	1.0
8	3	59	4.032	0.18	16.194	0.654	1.0	1.0
8	3	56	4.0	0.0	16.645	0.985	1.0	1.0
8	3	53	3.742	0.445	17.516	0.89	1.0	1.0
8	3	50	3.161	0.688	18.355	1.018	1.0	1.0
8	3	47	2.581	0.72	19.645	1.253	1.0	1.0
8	3	44	2.129	0.341	21.065	1.825	1.0	1.0
8	3	41	2.032	0.18	23.355	1.45	1.0	1.0
8	3	38	1.933	0.254	26.032	3.049	0.968	1.0
8	3	35	1.393	0.916	29.625	5.867	0.677	0.774
8	3	32	0.036	0.189	37.25	5.909	0.032	0.129
8	3	29	0.0	0.0	nan	nan	0.0	0.0
8	3	26	0.0	0.0	nan	nan	0.0	0.0
8	3	23	0.0	0.0	nan	nan	0.0	0.0
8	3	20	0.0	0.0	nan	nan	0.0	0.0
9	3	62	1.0	0.0	11.645	0.661	1.0	1.0
9	3	59	1.0	0.0	11.71	0.588	1.0	1.0
9	3	56	1.0	0.0	12.323	0.475	1.0	1.0
9	3	53	1.0	0.0	12.323	0.702	1.0	1.0
9	3	50	1.0	0.0	12.935	0.629	1.0	1.0
9	3	47	1.0	0.0	13.226	0.717	1.0	1.0
9	3	44	1.0	0.0	13.613	0.615	1.0	1.0
9	3	41	1.0	0.0	14.29	0.783	1.0	1.0
9	3	38	1.0	0.0	15.161	1.098	1.0	1.0
9	3	35	1.0	0.0	15.323	1.013	1.0	1.0
9	3	32	1.0	0.0	16.097	1.136	1.0	1.0
9	3	29	1.0	0.0	17.387	1.308	1.0	1.0
9	3	26	1.0	0.0	18.677	1.759	1.0	1.0
9	3	23	1.0	0.0	20.355	2.484	1.0	1.0
9	3	20	1.0	0.0	24.194	4.07	1.0	1.0
10	3	62	5.71	0.461	14.484	0.724	1.0	1.0
10	3	59	5.452	0.506	14.613	0.667	1.0	1.0
10	3	56	5.226	0.425	15.29	0.693	1.0	1.0
10	3	53	5.097	0.301	16.032	0.836	1.0	1.0
10	3	50	4.935	0.25	16.452	1.261	1.0	1.0
10	3	47	4.742	0.445	16.935	0.892	1.0	1.0
10	3	44	4.29	0.643	18.161	1.036	1.0	1.0
10	3	41	3.419	0.564	19.742	1.341	1.0	1.0
10	3	38	3.194	0.402	21.226	1.927	1.0	1.0
10	3	35	3.0	0.0	23.129	2.617	1.0	1.0
10	3	32	2.935	0.25	26.645	4.16	1.0	1.0
10	3	29	2.414	0.78	33.233	6.897	0.903	0.968
10	3	26	1.133	1.196	39.882	8.448	0.516	0.548
10	3	23	0.0	0.0	nan	nan	0.0	0.0
10	3	20	0.0	0.0	nan	nan	0.0	0.0
11	3	62	6.0	0.0	13.581	0.923	1.0	1.0
11	3	59	5.806	0.402	14.129	0.562	1.0	1.0
11	3	56	5.774	0.425	14.677	0.653	1.0	1.0
11	3	53	5.452	0.506	15.194	0.749	1.0	1.0
11	3	50	5.032	0.315	15.774	1.283	1.0	1.0
11	3	47	5.0	0.0	16.129	1.056	1.0	1.0
11	3	44	4.742	0.514	17.097	1.423	1.0	1.0
11	3	41	4.258	0.893	18.194	1.424	1.0	1.0
11	3	38	3.516	0.508	19.903	1.513	1.0	1.0
11	3	35	3.419	0.564	21.484	2.541	1.0	1.0
11	3	32	3.226	0.425	24.161	3.297	1.0	1.0
11	3	29	2.742	0.445	29.29	6.127	1.0	1.0
11	3	26	2.097	0.944	36.929	7.292	0.903	0.903
11	3	23	0.161	0.523	45.333	5.859	0.097	0.097
11	3	20	0.0	0.0	nan	nan	0.0	0.0
12	3	62	2.29	0.461	18.839	1.098	1.0	1.0
12	3	59	2.032	0.18	19.903	1.165	1.0	1.0
12	3	56	2.032	0.18	21.161	1.734	1.0	1.0
12	3	53	1.839	0.374	22.839	1.508	1.0	1.0
12	3	50	1.5	0.572	25.2	3.357	0.935	0.968
12	3	47	1.036	0.744	28.042	3.617	0.677	0.774
12	3	44	0.067	0.254	31.667	6.11	0.065	0.097
12	3	41	0.0	0.0	nan	nan	0.0	0.0
12	3	38	0.0	0.0	nan	nan	0.0	0.0
12	3	35	0.0	0.0	nan	nan	0.0	0.0
12	3	32	0.0	0.0	nan	nan	0.0	0.0
12	3	29	0.0	0.0	nan	nan	0.0	0.0
12	3	26	0.0	0.0	nan	nan	0.0	0.0
12	3	23	0.0	0.0	nan	nan	0.0	0.0
12	3	20	0.0	0.0	nan	nan	0.0	0.0
13	3	62	3.0	0.0	16.742	1.125	1.0	1.0
13	3	59	2.774	0.425	17.645	0.839	1.0	1.0
13	3	56	2.258	0.514	18.581	0.848	1.0	1.0
13	3	53	1.774	0.497	19.71	1.039	1.0	1.0
13	3	50	1.419	0.502	21.29	1.346	1.0	1.0
13	3	47	1.161	0.374	24.161	2.634	1.0	1.0
13	3	44	0.655	0.553	25.45	3.677	0.581	0.645
13	3	41	0.1	0.305	28.5	4.796	0.097	0.129
13	3	38	0.0	0.0	nan	nan	0.0	0.0
13	3	35	0.0	0.0	nan	nan	0.0	0.0
13	3	32	0.0	0.0	nan	nan	0.0	0.0
13	3	29	0.0	0.0	nan	nan	0.0	0.0
13	3	26	0.0	0.0	nan	nan	0.0	0.0
13	3	23	0.0	0.0	nan	nan	0.0	0.0
13	3	20	0.0	0.0	nan	nan	0.0	0.0
14	3	62	6.0	0.258	14.419	0.502	1.0	1.0
14	3	59	5.839	0.374	14.806	0.703	1.0	1.0
14	3	56	5.613	0.558	15.194	0.91	1.0	1.0
14	3	53	5.452	0.506	15.645	0.798	1.0	1.0
14	3	50	5.323	0.475	16.387	0.761	1.0	1.0
14	3	47	4.968	0.407	17.129	0.718	1.0	1.0
14	3	44	4.71	0.588	18.129	0.957	1.0	1.0
14	3	41	4.194	0.543	19.129	1.118	1.0	1.0
14	3	38	3.774	0.425	20.258	1.46	1.0	1.0
14	3	35	3.516	0.508	22.355	1.854	1.0	1.0
14	3	32	3.226	0.497	25.323	2.774	1.0	1.0
14	3	29	1.935	1.181	31.52	6.734	0.806	0.806
14	3	26	0.233	0.679	38.2	4.868	0.129	0.161
14	3	23	0.0	0.0	nan	nan	0.0	0.0
14	3	20	0.0	0.0	nan	nan	0.0	0.0
15	3	62	3.194	0.402	14.548	0.568	1.0	1.0
15	3	59	3.0	0.0	15.194	0.654	1.0	1.0
15	3	56	3.0	0.0	15.516	0.677	1.0	1.0
15	3	53	3.0	0.0	16.323	0.653	1.0	1.0
15	3	50	2.968	0.18	16.71	0.783	1.0	1.0
15	3	47	2.484	0.724	17.516	1.435	1.0	1.0
15	3	44	1.742	0.773	19.355	1.305	1.0	1.0
15	3	41	1.258	0.575	20.935	2.065	1.0	1.0
15	3	38	0.968	0.18	23.833	1.931	0.968	0.968
15	3	35	0.226	0.425	25.857	3.625	0.226	0.226
15	3	32	0.0	0.0	nan	nan	0.0	0.0
15	3	29	0.0	0.0	nan	nan	0.0	0.0
15	3	26	0.0	0.0	nan	nan	0.0	0.0
15	3	23	0.0	0.0	nan	nan	0.0	0.0
15	3	20	0.0	0.0	nan	nan	0.0	0.0
16	3	62	4.161	0.374	16.0	0.966	1.0	1.0
16	3	59	4.0	0.258	16.516	0.89	1.0	1.0
16	3	56	3.774	0.497	17.484	1.61	1.0	1.0
16	3	53	3.452	0.568	18.032	1.08	1.0	1.0
16	3	50	2.613	0.615	19.258	1.653	1.0	1.0
16	3	47	2.226	0.497	20.806	2.12	1.0	1.0
16	3	44	2.097	0.396	22.258	1.843	1.0	1.0
16	3	41	1.935	0.359	24.367	2.71	0.968	0.968
16	3	38	1.581	0.848	26.32	3.881	0.806	0.806
16	3	35	0.815	0.834	31.158	4.512	0.484	0.613
16	3	32	0.0	0.0	nan	nan	0.0	0.0
16	3	29	0.0	0.0	nan	nan	0.0	0.0
16	3	26	0.0	0.0	nan	nan	0.0	0.0
16	3	23	0.0	0.0	nan	nan	0.0	0.0
16	3	20	0.0	0.0	nan	nan	0.0	0.0
17	3	62	3.742	0.445	16.516	0.724	1.0	1.0
17	3	59	3.323	0.475	16.871	1.088	1.0	1.0
17	3	56	2.871	0.562	17.677	0.832	1.0	1.0
17	3	53	2.581	0.62	18.323	0.832	1.0	1.0
17	3	50	2.097	0.396	20.387	2.076	1.0	1.0
17	3	47	1.968	0.18	21.419	1.455	1.0	1.0
17	3	44	1.774	0.425	23.129	2.513	1.0	1.0
17	3	41	1.355	0.608	26.276	2.999	0.935	0.935
17	3	38	0.393	0.629	29.75	4.654	0.29	0.387
17	3	35	0.0	0.0	nan	nan	0.0	0.0
17	3	32	0.0	0.0	nan	nan	0.0	0.0
17	3	29	0.0	0.0	nan	nan	0.0	0.0
17	3	26	0.0	0.0	nan	nan	0.0	0.0
17	3	23	0.0	0.0	nan	nan	0.0	0.0
17	3	20	0.0	0.0	nan	nan	0.0	0.0
18	3	62	2.581	0.502	18.194	1.046	1.0	1.0
18	3	59	2.097	0.396	19.452	1.234	1.0	1.0
18	3	56	1.871	0.428	20.387	1.383	1.0	1.0
18	3	53	1.71	0.461	21.839	1.44	1.0	1.0
18	3	50	1.419	0.502	23.968	1.941	1.0	1.0
18	3	47	0.742	0.575	26.81	3.027	0.677	0.677
18	3	44	0.194	0.477	25.0	2.55	0.161	0.161
18	3	41	0.0	0.0	nan	nan	0.0	0.0
18	3	38	0.0	0.0	nan	nan	0.0	0.0
18	3	35	0.0	0.0	nan	nan	0.0	0.0
18	3	32	0.0	0.0	nan	nan	0.0	0.0
18	3	29	0.0	0.0	nan	nan	0.0	0.0
18	3	26	0.0	0.0	nan	nan	0.0	0.0
18	3	23	0.0	0.0	nan	nan	0.0	0.0
18	3	20	0.0	0.0	nan	nan	0.0	0.0
19	3	62	2.355	0.551	18.452	1.091	1.0	1.0
19	3	59	1.935	0.359	19.548	0.888	1.0	1.0
19	3	56	1.871	0.341	20.29	1.071	1.0	1.0
19	3	53	1.742	0.445	22.097	2.561	1.0	1.0
19	3	50	1.258	0.514	23.645	2.627	1.0	1.0
